,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,survey,filename,order_in_survey,Duration,Min_Pitch,Max_Pitch,Mean_Pitch,SD_Pitch,Median_Pitch,MAS_F0,VCD2TOT_Frames,Min_Intensity,Max_Intensity,Mean_Intensity,SD_Intensity,Median_Intensity,Jitter,Shimmer,HNR,file_order,num_word,speaking_rate,trustworthy,natural,boring,empathetic,humor,engaging,follow,gender,pitch,intensity,rate,flesch_score
10,10,10,10,10,1.0,5_M_intensity_x-soft_pitch_medium_rate_slow.wav,11.0,4.804308390022676,75.06665872314288,149.74808725213254,97.37887766411544,13.146658085812597,93.64950849597868,170.04544100978418,0.6708595387840671,-18.460871240051898,72.51508121625905,67.65479020489393,15.768491930089509,67.34407922554185,0.0231779818131312,0.0753288492244548,10.900464844928385,5,17,212.30943503091515,0.1440119760080947,-0.2485563406296949,-0.3191046436158763,0.1822693076501588,0.1523412083722771,0.3327059750337059,0.0007428911080791,M,medium,x-soft,slow,73.17
11,11,11,11,11,1.0,7_M_intensity_x-loud_pitch_low_rate_slow.wav,13.0,5.744716553287982,75.00479326137729,111.25160894881778,86.51426963477391,9.391603519802407,82.87346216598469,69.53239094169444,0.3345008756567426,-325.16177231532697,80.14652655502631,72.97802483559799,74.0054885103661,71.77895642827066,0.0286484760154213,0.0918244359035153,5.582736039389081,7,21,219.33197022207136,0.3588477574740988,-0.2485563406296949,-0.525611192717698,-0.6054919925822585,-0.4289135427583185,0.1095485257363246,-0.2224145581893021,M,low,x-loud,slow,95.17
12,12,12,12,12,1.0,5_F_intensity_medium_pitch_low_rate_medium.wav,14.0,3.968390022675737,88.40788533127527,172.8022322606173,123.38590951368968,17.061345338899677,122.63273243998646,220.92429314606497,0.7404580152671756,-0.9736562349990776,76.50397175240522,69.86161979516511,15.05177592556005,69.93022806365344,0.0236475214609781,0.0776687951884519,12.561696422282632,5,17,257.0311875021428,0.1989202078457184,-0.033728123696496,-0.8920377269150948,0.2072494402099009,-0.963596858948278,0.6107640916359058,-0.2224145581893021,F,low,medium,medium,73.17
13,13,13,13,13,1.0,5_M_intensity_x-loud_pitch_medium_rate_slow.wav,15.0,4.804308390022676,74.96836586471395,149.89542793020485,97.38232078113886,13.15322694508242,93.66345613374544,170.6178096512282,0.6708595387840671,-1.7448098105726382,79.79139813832734,75.57997478842054,15.091374120821373,75.00818260001608,0.0231140907017917,0.0714340978831039,10.953978651684928,5,17,212.30943503091515,0.5736759744072977,-0.0253988913323136,-0.5422620929132576,-1.115195176212476,0.0641311761435341,0.1977585579650676,0.3505185251099163,M,medium,x-loud,slow,73.17
14,14,14,14,14,1.0,9_M_intensity_x-loud_pitch_medium_rate_slow.wav,16.0,6.084308390022676,75.01062386329129,149.22673791785667,104.23794928915645,16.18424261465915,101.91258359721746,176.73294990774792,0.5057851239669422,-323.96201386625626,82.70225977241611,74.6225140333447,67.32830586321184,71.70039209289853,0.0305458863845687,0.1010366737646886,9.841688348383204,9,19,187.3672284378983,0.3505185251099163,-0.4084838902580753,-0.0876255264871178,-0.5339328605490751,0.4220776571430997,-0.6149828748270917,0.7706916412642861,M,medium,x-loud,slow,96.52
15,15,15,15,15,1.0,3_F_intensity_medium_pitch_low_rate_medium.wav,17.0,7.547165532879818,79.63201812879674,197.162871874602,128.02686091323233,23.73420102770109,121.90894403053107,208.87078178239776,0.511318242343542,-325.00276106293603,77.6400565017928,68.95312520529995,65.11426895823325,67.35391972647433,0.0287482516017022,0.0879183143625731,9.775294702050903,3,24,190.80010816332663,0.0090645589394564,0.1811000932367027,-0.1220889767588877,-0.7487686420150792,0.2956178578050979,-0.0075863412561032,0.5475341919669049,F,low,medium,medium,86.2
16,16,16,16,16,1.0,10_F_intensity_x-soft_pitch_low_rate_slow.wav,18.0,5.692471655328799,86.52487196903061,187.5980162931803,127.24701964233718,21.38345495647716,122.97913124013893,221.7792476849856,0.7173144876325088,-11.198610455212568,73.2098729756554,65.65629586986562,17.84829782593697,64.59708626263742,0.0244803965803049,0.0904976997074105,13.231489515851663,10,16,168.64379097985164,0.7252742916714956,0.1178701935677018,-0.8920377269150948,-0.5422620929132576,0.3493568752292656,0.9139607261643016,0.3671694253054759,F,low,x-soft,slow,57.27
17,17,17,17,17,1.0,1_F_intensity_x-soft_pitch_medium_rate_slow.wav,19.0,7.312063492063492,84.98264951045964,270.88506056284086,156.63583391044324,27.60954148324289,150.81539239451507,243.0159439694674,0.6002747252747253,-325.3214842264203,75.28416664119736,66.8594288385637,65.18783573502674,65.42289809777026,0.0229116647084666,0.0737085538771918,12.424624782079634,1,20,164.1123605262015,0.7252742916714956,-0.0253988913323136,-0.9086961916434596,-0.5422620929132576,0.5308757272385398,0.6274149918314654,0.1356903081767175,F,medium,x-soft,slow,62.34
18,18,18,18,18,1.0,1_F_intensity_x-loud_pitch_medium_rate_medium.wav,20.0,6.084308390022676,85.05798470400089,271.0277786013564,157.63815850111675,28.3210173123277,152.5534567727577,307.79834899446666,0.6,-325.7560571304708,81.7316798269703,74.75667036014008,67.24953238539621,73.43931635383738,0.023610851914905,0.0886166812398256,10.87608393121736,1,20,197.22866151357715,0.5736759744072977,-0.2485563406296949,-0.7404394096508968,-0.6687218922512594,0.5475341919669049,-0.6604002244198822,0.3505185251099163,F,medium,x-loud,medium,62.34
19,19,19,19,19,1.0,5_F_intensity_x-soft_pitch_low_rate_medium.wav,22.0,3.968390022675737,84.34387111967824,172.7744750524821,123.3214806308025,17.04013018007762,122.62352351243136,220.1505929879767,0.7430025445292621,-11.661755703769442,72.39417197979458,66.17152580475842,15.944088284109958,66.56701857863129,0.0238185925347708,0.0785593424377536,12.520321249734844,5,17,257.0311875021428,0.3671694253054759,-0.4550628897315166,-0.2392238437513157,-0.1675063263516783,-0.0624870085609217,0.6908032768669203,0.1523412083722771,F,low,x-soft,medium,73.17
20,20,20,20,20,1.0,7_F_intensity_x-loud_pitch_low_rate_slow.wav,23.0,6.058185941043084,80.98354970556431,174.13468992112644,125.7952735748705,18.196432894776784,122.53933877824988,202.6742302960548,0.6096345514950167,-324.4487254347725,80.6706648926291,73.53784302802688,66.5405915032864,73.0124359198034,0.0242237521405107,0.086587429384745,11.80893377889007,7,21,207.98305173562505,-0.2307437905534845,0.5475341919669049,-0.5339404250818804,-0.1841647910800432,-0.6604002244198822,0.7706916412642861,-0.2224145581893021,F,low,x-loud,slow,95.17
21,21,21,21,21,1.0,7_F_intensity_x-soft_pitch_low_rate_medium.wav,24.0,4.830430839002267,86.95232290125287,172.90457594200862,126.46252726609498,18.17584655532158,122.65780345650398,225.8337480950264,0.575,-325.57432342984026,74.5681244671562,65.54920647379667,72.55128876855095,64.75228553805545,0.0253413482807997,0.0869398128474116,11.035317463243198,7,21,260.8462975655097,0.2956178578050979,0.555855859798282,-1.696457491875877,-0.7487686420150792,0.4676458275695389,0.5641850921624645,0.5021168423741142,F,low,x-soft,medium,95.17
22,22,22,22,22,1.0,8_M_intensity_x-soft_pitch_high_rate_slow.wav,25.0,7.129206349206349,75.25237596713413,532.4159620862321,133.36598254702866,60.4282492344023,121.3221401800778,470.3099571973903,0.5669957686882934,-325.55509635315065,74.4640152796281,66.74255419792377,83.52607383454004,64.67931462143756,0.0302010670344559,0.0966175913568508,10.586410504493651,8,19,159.90559736385092,0.3505185251099163,0.3326984105009006,-0.525611192717698,-0.6054919925822585,0.8339215409332871,0.4042575425340841,-0.0874671411206638,M,high,x-soft,slow,82.31
23,23,23,23,23,1.0,3_M_intensity_x-loud_pitch_high_rate_medium.wav,26.0,7.4687981859410435,76.15122694261284,567.9106808508192,130.74442083274218,60.13379304134686,125.30551989592,408.7474627489792,0.4535666218034993,-325.2426636712157,83.49132668237137,74.13867738566096,61.70471642864871,70.75003094939713,0.0330209897729605,0.0941980382301674,7.944118175719894,3,24,192.8021033839951,-0.1508554261561187,-0.1936481087920711,-0.3740128754535,-0.8119985416840801,0.6823232236690892,0.181107657769508,-0.185326440960694,M,high,x-loud,medium,86.2
24,24,24,24,24,1.0,2_F_intensity_x-loud_pitch_high_rate_medium.wav,27.0,3.3936961451247165,121.00717496476403,248.38493921201564,185.6786388382561,28.841645338036912,183.432340504532,348.8769583248863,0.7261904761904762,47.18199920431521,81.14885857692236,75.58411663161084,6.0238075262320105,74.87838045471422,0.0221640324456679,0.0660232508276735,11.80211655520665,2,10,176.7983856957678,0.3588477574740988,-0.0253988913323136,-0.7487686420150792,-0.5339328605490751,-0.0242372414516628,0.1977585579650676,0.1356903081767175,F,high,x-loud,medium,52.87
25,25,25,25,25,2.0,6_F_intensity_x-soft_pitch_high_rate_fast.wav,1.0,5.43124716553288,140.6017992026755,286.645378283452,191.90550999579085,26.789701625210785,190.22636488045964,376.11701263202326,0.6481481481481481,-325.1702905643987,74.22949247885965,66.4570360834805,79.40212151927953,65.58636663909242,0.0256067551228417,0.0830362002211043,12.274873320651364,6,19,209.8965422222965,0.8308375951103812,0.527782443633558,-1.3782938507872955,-0.3582110448147029,0.1051122447155369,0.9911057331637976,0.527782443633558,F,high,x-soft,fast,62.34
26,26,26,26,26,2.0,6_F_intensity_medium_pitch_high_rate_medium.wav,2.0,6.71124716553288,124.33993012828152,285.8734378924335,191.16440406464363,26.47418208885805,189.18119435097583,310.99596703575247,0.6601796407185628,-323.60826358016305,78.88932697572825,70.67141133631372,68.9781134194658,69.89839584467707,0.0225759317353019,0.0653458045086063,13.201063579279674,6,19,169.86410601217707,0.6989676798102872,0.7479371936971819,-1.3119180768929215,-0.3132881945425553,-0.3582110448147029,0.6609901286692355,0.5727052939057055,F,high,medium,medium,62.34
27,27,27,27,27,2.0,2_M_intensity_x-soft_pitch_medium_rate_medium.wav,3.0,3.027981859410431,75.09678264121149,143.98960077961112,95.44846069354442,12.936265575125187,94.78710486475931,190.6532990244085,0.6789297658862876,43.4970004729748,74.1703167766546,67.73645333234913,5.457263875745353,67.15059857719916,0.0261312488057974,0.0890406894354532,8.23300459805966,2,10,198.15178156873907,0.4788129297466632,-0.5347807143417629,-0.6937110826595958,-0.4015730293060852,-0.5783657948783268,0.4189263177364557,0.3469430144465691,M,medium,x-soft,medium,52.87
28,28,28,28,28,2.0,2_M_intensity_medium_pitch_low_rate_medium.wav,4.0,2.7667573696145125,75.02201699020797,126.63815173871764,84.44633508889207,10.188381900462169,80.96129693504714,119.50836189671408,0.3772893772893773,46.86948919236509,75.78562821827019,69.95305898369982,5.532935444352344,69.50667953314002,0.0327423899321186,0.0942910575917441,3.0975283601459984,2,10,216.8603602865245,0.6989676798102872,0.4178215892026197,-0.9598934115292036,-0.1380562947510789,0.083203183846381,0.1976668391389957,0.6609901286692355,M,low,medium,medium,52.87
29,29,29,29,29,2.0,8_F_intensity_x-soft_pitch_high_rate_fast.wav,5.0,5.222267573696145,132.57668352519514,461.86850989309374,199.66617963375853,37.448387889113306,193.16654617043625,415.0654830839528,0.5645472061657033,-322.59339575809446,75.41891101652436,66.91401069103848,100.12117204171146,64.27301543744386,0.0252240499103859,0.0902709444226194,11.701914043375664,8,19,218.29597658726368,0.9191224298739112,0.4178215892026197,-1.4002029116564514,-0.4245868187090771,0.1051122447155369,0.8592358178637036,-0.0944712142145148,F,high,x-soft,fast,82.31
30,30,30,30,30,2.0,4_M_intensity_x-soft_pitch_low_rate_medium.wav,6.0,3.4459410430839004,75.17918539956263,115.72804007342344,87.81754868752806,9.000138136390996,85.93364480236528,96.22540301017268,0.4017595307917888,-15.645085060610988,74.3299312703775,66.3844165636225,16.221782669545423,65.19851459202977,0.0312851950517619,0.1059375188278084,5.640573596178654,4,13,226.35326322993305,1.1622909693405268,1.1229756484638918,-1.7303185161510135,-0.6447415687727011,-1.019780023539411,0.7045752092057995,0.9247299592694236,M,low,x-soft,medium,76.22
31,31,31,31,31,2.0,4_M_intensity_x-soft_pitch_high_rate_slow.wav,7.0,4.5692063492063495,78.28796792648978,188.86350942239432,125.89200096707162,21.27460379844018,127.30449598096634,235.03412382950805,0.6423841059602649,-15.76548068529651,75.25653809307047,67.36604348452921,15.190365707642655,65.66115253980007,0.0271900722139269,0.077150695932045,11.20858035788608,4,13,170.70798304731466,0.9202271584077472,0.6826661483366439,-1.2900090160237656,-0.6447415687727011,-0.8215343343449428,0.6826661483366439,1.1459894378668836,M,high,x-soft,slow,76.22
32,32,32,32,32,2.0,6_M_intensity_x-soft_pitch_medium_rate_medium.wav,8.0,6.397777777777778,75.682290957446,153.60505987749596,96.65942009804354,14.107483580054655,93.3897714101413,156.0300379582224,0.5786163522012578,-321.73726881901035,74.3054871366261,67.48019427112335,64.4672900989491,66.63459816101644,0.0264980044886137,0.0925101289630675,9.543521729275907,6,19,178.1868704411254,0.8527466559795369,0.4614066697391837,-1.3782938507872955,-0.4245868187090771,-0.3351972554117111,0.3295367544390897,0.500721990615819,M,medium,x-soft,medium,62.34
33,33,33,33,33,2.0,6_M_intensity_medium_pitch_medium_rate_medium.wav,9.0,6.397777777777778,75.7119248634713,153.60069830248676,96.64908391702038,14.12422567839069,93.3799955945076,152.4493055579773,0.5786163522012578,-322.48954666743293,78.38363800317616,71.21271776818242,65.03668152868812,70.57358907064223,0.0274463038916578,0.0906536771667464,9.449947169260003,6,19,178.1868704411254,0.3894233664492972,0.6106828450467573,-1.3119180768929215,-0.7766114840727951,-0.5783657948783268,0.0863682149724739,0.0373987010855792,M,medium,medium,medium,62.34
34,34,34,34,34,2.0,1_M_intensity_x-loud_pitch_medium_rate_slow.wav,10.0,6.972471655328798,75.31350529515318,549.8832951455896,115.10339654552462,65.50416611449305,104.64593708801256,443.3499552793767,0.4956772334293948,-325.5726011536527,81.6904097133437,74.94651144188407,66.64676861252127,72.51178883723404,0.0301621047620315,0.0926599589960974,9.276589071219192,1,20,172.1053966684662,0.8972133690047555,1.7845446271885996,-1.51016376608739,-0.6228325079035454,-0.6232886451504746,0.9911057331637976,1.2342742726304137,M,medium,x-loud,slow,62.34
35,35,35,35,35,2.0,10_M_intensity_medium_pitch_low_rate_medium.wav,11.0,4.125124716553288,74.98125577458458,619.9349605131637,116.69903454817664,118.24225321457637,84.67301905347261,608.8970327390044,0.3985330073349633,-2.476611481643701,76.28383522680949,69.59224961592186,19.260423780985604,68.23763352459228,0.0324616481384856,0.0941152830937557,4.728752635339215,10,16,232.720236590112,0.4788129297466632,0.4394976088700281,-1.1581391007236717,-0.4464958795782328,-0.3351972554117111,0.527782443633558,0.2586581796830392,M,low,medium,medium,57.27
36,36,36,36,36,2.0,3_M_intensity_x-soft_pitch_high_rate_medium.wav,13.0,7.4687981859410435,76.09405515036744,563.0633153897205,129.29322879931038,54.55210220235917,125.05303107885284,405.8141767907457,0.4522207267833109,-325.06655548355286,75.14345669485282,66.25413759687345,60.54831069888401,62.69166597771559,0.0317573009941919,0.0989587228247834,7.921248396832928,3,24,192.8021033839951,0.5876690556437655,0.1243457661135256,-0.4290896195707535,-0.2643186806556605,-0.6013795842813188,0.4833157306083396,-0.2721456122754108,M,high,x-soft,medium,86.2
37,37,37,37,37,2.0,9_F_intensity_x-soft_pitch_low_rate_medium.wav,14.0,5.196145124716553,84.35817024672177,224.9223230839943,121.22985409148932,20.68335610647041,120.38542563358008,212.724817105688,0.5930232558139535,-324.7889966180489,74.27266241350539,65.07542753089672,70.92667069765956,62.58709479198909,0.027635488895794,0.0933805113620749,12.14145734999546,9,19,219.39341042984947,0.8972133690047555,0.7709509831001737,-1.3782938507872955,-0.1150425053480871,-0.3582110448147029,0.9911057331637976,0.659652358933652,F,low,x-soft,medium,96.52
38,38,38,38,38,2.0,7_M_intensity_medium_pitch_low_rate_medium.wav,15.0,4.412471655328798,74.8723404696924,109.93764894022677,86.4579828965758,9.222166729937324,83.28122584315224,83.55991146271413,0.3333333333333333,-324.2370665937674,75.54026760156131,68.84504735937439,82.97649461455325,67.62856388274425,0.0315974381703028,0.0999098743664646,4.630536883729038,7,21,285.55424225294206,-0.1827560489780447,-0.5521869743492422,-0.3852714978324418,-0.6677553581756929,-0.3582110448147029,-0.1118774742219942,0.1312910652446215,M,low,medium,medium,95.17
39,39,39,39,39,2.0,5_M_intensity_medium_pitch_high_rate_fast.wav,16.0,3.263083900226757,75.43232177301358,176.6510007937866,117.65554912824176,18.287626077807907,115.11004578662572,273.19689951242646,0.7430340557275542,-2.0648847398683112,76.37070640302133,71.62487921557737,16.717414384667677,71.38273516708372,0.0302919712336552,0.0964316881402727,10.08058982005777,5,17,312.5877333185084,0.6095781165129213,0.1681638878518371,-0.7605429938008992,0.2369821600156309,-0.1380562947510789,0.6815614198028077,0.412437155852289,M,high,medium,fast,73.17
40,40,40,40,40,2.0,7_M_intensity_x-soft_pitch_medium_rate_slow.wav,17.0,5.614104308390023,75.03935286209601,150.624087024039,101.79372193101034,15.858613513292156,99.71165903670942,195.42132706827977,0.5232974910394266,-324.7745539483696,75.80913715540858,67.02756569633473,73.55104857854118,65.63907368433861,0.0261832873412826,0.0848655824699995,9.741953101603828,7,21,224.43473273501303,0.5887737841776015,0.413541884386125,-0.7397386614655795,-0.3582110448147029,-0.6013795842813188,0.5507962330365498,0.7709509831001737,M,medium,x-soft,slow,95.17
41,41,41,41,41,2.0,5_F_intensity_x-loud_pitch_high_rate_medium.wav,18.0,4.15124716553288,119.263490678903,277.0068275711473,192.693756912006,27.57004733622908,191.56801715050577,327.3789040109272,0.7694174757281553,0.0800357598640984,81.12757477865763,75.70444126258742,15.463414324757908,75.81916874490005,0.0222605629527939,0.0664877605015512,13.95158451144762,5,17,245.70929152783083,0.8741995796017635,1.0509923451740053,-0.9818024723983592,-0.3582110448147029,-0.6733628875712053,0.4557991403436714,0.9028208984002678,F,high,x-loud,medium,73.17
42,42,42,42,42,2.0,9_M_intensity_x-loud_pitch_low_rate_medium.wav,19.0,4.830430839002267,74.86992210494434,146.38024800070897,89.6803607985103,12.370423351124348,87.06085948034124,126.60288338511148,0.3541666666666667,-325.59735883998064,80.50131387807396,72.16683510926991,73.97943618419188,68.16583616190188,0.0375457648391212,0.1329379909517969,5.393123373588871,9,19,236.00379303546117,0.8089285342412253,0.659652358933652,-1.3782938507872955,-0.3582110448147029,-0.4031338950868505,0.5507962330365498,0.6106828450467573,M,low,x-loud,medium,96.52
43,43,43,43,43,2.0,5_M_intensity_x-soft_pitch_high_rate_medium.wav,20.0,4.020634920634921,75.29750226213001,176.3567741943946,118.0257689420454,18.252729951993647,115.55493516603156,256.6543907242577,0.7268170426065163,-18.11313662370133,72.56380810941599,67.75094754801921,16.82001475922679,67.53373152061312,0.0279986457030908,0.0790091629347327,11.13560984614399,5,17,253.69127516778525,1.0290832843048494,0.9028208984002678,-1.3119180768929215,-0.1150425053480871,-0.3582110448147029,1.1229756484638918,0.659652358933652,M,high,x-soft,medium,73.17
44,44,44,44,44,2.0,3_F_intensity_x-soft_pitch_medium_rate_slow.wav,22.0,9.245124716553288,91.74151351760854,235.4388774043946,158.12805769367176,28.307201198893505,151.1629605829106,217.1228127158476,0.5363735070575462,-322.4900017829511,75.60357369489864,66.54833410696477,55.232133664578754,64.5000532601956,0.0228613799865442,0.0689484057214673,11.395906275414855,3,24,155.75776900247723,0.6095781165129213,-0.2502365514062549,-1.5320728269565456,-0.5564567340091712,-0.0211501411890448,0.6815614198028077,0.6325919059159131,F,medium,x-soft,slow,86.2
45,45,45,45,45,2.0,10_F_intensity_x-soft_pitch_medium_rate_medium.wav,23.0,4.621451247165533,76.03695289981242,234.0303883996251,158.77729695329307,26.897605685571072,153.76910252814855,324.392609607198,0.7145969498910676,-11.251362021743386,74.75828371406188,67.20481404877017,19.336353607046604,66.04578659780285,0.0262014880331128,0.0919962434572451,12.606232033047096,10,16,207.7269560268098,-0.4259245884446606,-0.512871653472607,-0.9598934115292036,-0.4464958795782328,-0.8935176376348293,-0.1163802750836706,0.3959125283334639,F,medium,x-soft,medium,57.27
46,46,46,46,46,2.0,1_F_intensity_medium_pitch_low_rate_medium.wav,24.0,5.953696145124717,84.7692663226766,237.8598351439037,126.95091678822573,23.89846453223324,122.11653125860067,261.2041414284285,0.5743243243243243,-324.39570287439693,75.8231741461867,69.17299142668732,72.27113496212867,68.36711996972119,0.027550824290242,0.0845214527313327,10.585754331971913,1,20,201.5554658399287,0.9191224298739112,0.3239292250435773,-0.9598934115292036,-0.2263411295146088,-0.1150425053480871,-0.0005788500554724,0.368852075315725,F,low,medium,medium,62.34
47,47,47,47,47,2.0,1_F_intensity_x-soft_pitch_high_rate_fast.wav,25.0,4.961043083900226,137.4684993832862,335.40267216088074,196.8321290084404,35.693604973502175,189.91712864828787,427.1772684934597,0.5862068965517241,-324.66254828054605,75.09026879051461,66.76712533978254,78.3908100910516,65.0448054503261,0.0266074429546221,0.0841756448423651,11.216720386943654,1,20,241.8846157362123,-0.0944712142145148,-0.2656564503912441,-0.914970561257056,-0.6677553581756929,-0.4844734307192845,0.2425896894111432,-0.0944712142145148,F,high,x-soft,fast,62.34
48,48,48,48,48,2.0,5_F_intensity_x-loud_pitch_low_rate_medium.wav,26.0,3.968390022675737,84.33429058528714,171.77749670369892,123.40351732640018,17.088616946004983,122.71764284660372,226.4498591848236,0.7430025445292621,0.2814396869550703,80.58606724333895,73.77964180890423,15.34239761844806,73.64471491542554,0.0236861212622829,0.0786306077788113,12.460530876193586,5,17,257.0311875021428,0.059307761954735,-0.4419930787165566,-0.8919567718540641,-0.7766114840727951,-0.5564567340091712,0.306522965036098,0.1312910652446215,F,low,x-loud,medium,73.17
